DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments 
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,59,18624.28814,6724.067797
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,26,14590.69231,4702.384615
069 - TRANSIENT ISCHEMIA,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,58,15058.37931,4476.862069
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,15,16957.06667,5129.666667
101 - SEIZURES W/O MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,44,13098.70455,4424.590909
176 - PULMONARY EMBOLISM W/O MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,39,20737.23077,6150.538462
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,46,31603.21739,11053.45652
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,24,16620.75,7754.458333
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,77,21648.28571,7473.688312
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,96,23373.22917,7446.75
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,78,15172.61538,5514.705128
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,81,13618.2963,4892.012346
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,82,24583.15854,8436.121951
194 - SIMPLE PNEUMONIA & PLEURISY W CC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,63,21659.47619,6268.47619
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,30,15892.63333,4816.366667
202 - BRONCHITIS & ASTHMA W CC/MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,15,15170.13333,4893.066667
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,22,100403.1818,40566.86364
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,60,45422.51667,13600.83333
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,11,80363.81818,17924.63636
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,15,42890.4,15231.93333
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,25,49554.44,11326.32
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,41,26962.70732,9576.585366
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,33,21988.30303,7524.424242
"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,17,21726.11765,4549.823529
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,64,20746.5625,6331.8125
291 - HEART FAILURE & SHOCK W MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,151,27107.5298,8738.006623
292 - HEART FAILURE & SHOCK W CC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,153,15848.44444,5876.379085
293 - HEART FAILURE & SHOCK W/O CC/MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,56,9903.25,4101.696429
300 - PERIPHERAL VASCULAR DISORDERS W CC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,25,17880.32,5655.6
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,12,7000.416667,3778.333333
303 - ATHEROSCLEROSIS W/O MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,12,10380.91667,3400
305 - HYPERTENSION W/O MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,28,9068.785714,3576.428571
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,38,17951.23684,7210.763158
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,50,13627.68,4827.88
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,43,11438.16279,3776.069767
312 - SYNCOPE & COLLAPSE,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,61,14695.68852,4232.393443
313 - CHEST PAIN,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,86,10983.66279,3233.581395
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,36,29549.36111,10514.58333
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,12,86583.41667,28172.91667
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,16,57896.1875,15205.0625
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,32,20112.65625,7282.34375
377 - G.I. HEMORRHAGE W MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,52,32053.80769,10146.51923
378 - G.I. HEMORRHAGE W CC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,75,19271.08,5910.346667
379 - G.I. HEMORRHAGE W/O CC/MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,14,15247.92857,4197
389 - G.I. OBSTRUCTION W CC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,24,19844.5,5471.083333
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,17,21121.17647,6709.529412
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,109,16237.14679,4221.862385
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,18,19718.33333,5742.888889
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,15,39159.13333,9802.133333
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,14,34833.07143,6817.857143
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,11,18554,8812.363636
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,11,127989.9091,33372.90909
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,72,44593.33333,13091.86111
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,45,44252.73333,11297.53333
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,18,36367.5,8701.722222
536 - FRACTURES OF HIP & PELVIS W/O MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,12,14862.25,4082.416667
552 - MEDICAL BACK PROBLEMS W/O MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,20,21602.85,4879.7
602 - CELLULITIS W MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,12,29605.08333,8545
603 - CELLULITIS W/O MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,66,15580.9697,5068.954545
638 - DIABETES W CC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,37,16574.78378,4842.459459
"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,42,13762.83333,6565.333333
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,86,10803.90698,4008.627907
682 - RENAL FAILURE W MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,87,28646.58621,9727.494253
683 - RENAL FAILURE W CC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,127,15115.37008,5877.03937
684 - RENAL FAILURE W/O CC/MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,27,10298.44444,3829.962963
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,21,18714.61905,6832.047619
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,98,14638,4539.408163
812 - RED BLOOD CELL DISORDERS W/O MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,38,19997.52632,4657.894737
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,17,78884.94118,29468
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,12,105879.3333,31854.16667
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,244,34512.56148,10999.75
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,110,20693,6783.818182
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,13,16404.61538,3846.846154
917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,16,39292.6875,10185.75
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,11,17006.81818,3746.272727
948 - SIGNS & SYMPTOMS W/O MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,34,12677.5,3983.235294
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,11,18475.63636,5420
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,15,15121.73333,5029.866667
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,27,15082.22222,9225.703704
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,68,13452.20588,6094.75
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,59,11466.61017,4330.542373
069 - TRANSIENT ISCHEMIA,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,49,10627.28571,3977.571429
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,23,10255.30435,4742.434783
101 - SEIZURES W/O MCC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,23,10771.95652,4110.956522
149 - DYSEQUILIBRIUM,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,29,8456.344828,3403.068966
176 - PULMONARY EMBOLISM W/O MCC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,43,10386.74419,5524.44186
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,18,18919.38889,10536.77778
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,33,12608.78788,8771.545455
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,33,12686.78788,7223.575758
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,55,11123.63636,6222.618182
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,98,10295.69388,5202.244898
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,54,8575.148148,3853.518519
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,40,14028.375,7533.25
194 - SIMPLE PNEUMONIA & PLEURISY W CC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,139,11010.45324,5435.748201
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,67,7043.940299,3733.552239
202 - BRONCHITIS & ASTHMA W CC/MCC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,23,9826,4665.304348
203 - BRONCHITIS & ASTHMA W/O CC/MCC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,16,6030.1875,3244.625
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,15,28854.66667,12065.6
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,19,50598.63158,17424.10526
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,27,31075.81481,14176.59259
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,37,26967.64865,10851.05405
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,18,48194.27778,18341.44444
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,81,36531.11111,10999.37037
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,35,33867.08571,9432.485714
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,44,36067.29545,9829.590909
253 - OTHER VASCULAR PROCEDURES W CC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,19,30089.89474,13126.52632
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,16,22655.5,8598.8125
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,32,17655.75,8937.03125
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,27,16805.66667,6105.666667
"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,17,14326.11765,4299.882353
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,12,27389.66667,10145.5
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,81,17854.67901,6060.641975
291 - HEART FAILURE & SHOCK W MCC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,52,11615.55769,7646.961538
292 - HEART FAILURE & SHOCK W CC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,113,9627.716814,5416.575221
293 - HEART FAILURE & SHOCK W/O CC/MCC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,34,6389.794118,3651.617647
300 - PERIPHERAL VASCULAR DISORDERS W CC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,23,9653.652174,4991.956522
303 - ATHEROSCLEROSIS W/O MCC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,18,6895.555556,3109.111111
305 - HYPERTENSION W/O MCC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,15,7195.933333,3271.933333
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,32,10693.4375,6446.15625
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,47,8200.957447,4468.659574
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,82,6012.926829,3043.463415
312 - SYNCOPE & COLLAPSE,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,81,8026.91358,3822.716049
313 - CHEST PAIN,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,137,7475.379562,2982.350365
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,12,17619.08333,8734.166667
